file,date,concentration_count,no_data_count,threshold_0.2,threshold_0.5,threshold_1.0,threshold_2.0,threshold_none
MY1DMW_CHLORA_2016-06-09.FLOAT.TIFF,2016-06-09,1677659,4802341,106432.755407,200218.307535,295203.800705,386530.035255,754486.238686
MY1DMW_CHLORA_2016-06-17.FLOAT.TIFF,2016-06-17,1609945,4870055,100860.238558,197257.26448,289608.795415,383966.158146,784706.628322
MY1DMW_CHLORA_2016-06-25.FLOAT.TIFF,2016-06-25,1824272,4655728,118666.779374,226971.822521,323454.223226,411252.86286,911132.433181
MY1DMW_CHLORA_2016-07-03.FLOAT.TIFF,2016-07-03,1898538,4581462,122672.83485,238581.931494,346728.153513,438957.804123,947491.139085
MY1DMW_CHLORA_2016-07-11.FLOAT.TIFF,2016-07-11,1895173,4584827,123042.006887,242803.411898,338722.116231,421343.206896,956619.978246
MY1DMW_CHLORA_2016-07-19.FLOAT.TIFF,2016-07-19,1944651,4535349,127360.350463,261269.402033,356897.393007,435536.77826,906923.220447
MY1DMW_CHLORA_2016-07-27.FLOAT.TIFF,2016-07-27,1975461,4504539,128663.624963,264438.280127,364271.553426,456312.095387,920148.545886
MY1DMW_CHLORA_2016-08-04.FLOAT.TIFF,2016-08-04,2061712,4418288,133639.398359,274398.452481,390300.86055,500011.469241,1071145.26034
MY1DMW_CHLORA_2016-08-12.FLOAT.TIFF,2016-08-12,2076159,4403841,130856.736189,277303.306927,394290.831862,509531.262365,1090984.91683
MY1DMW_CHLORA_2016-08-20.FLOAT.TIFF,2016-08-20,2178531,4301469,140311.063686,279338.98963,403163.245409,531194.767881,1183029.11687
MY1DMW_CHLORA_2016-08-28.FLOAT.TIFF,2016-08-28,2111176,4368824,137653.058775,260994.500898,382211.667186,505255.100297,1209343.48619
MY1DMW_CHLORA_2016-09-05.FLOAT.TIFF,2016-09-05,2221368,4258632,146546.936654,277158.704061,402348.477535,529584.286862,1229082.54023
